year,cluster,cluster_name,n_preprints,n_articles,n_books_and_chapters
2008,28,algebraic geometry; optimal transportation; algebraic variety,3.0965624383741357,21.67593706861895,3.0965624383741357
2008,19,big data; cloud computing; software engineering,0,11.516244754851643,5.992438212972283
2008,5,blended learning; history of education; performance indicators,3.0965624383741357,8.881096482873078,12.147689126136711
2008,11,brain mapping; motor cortex; visual perception,0,14.67104968810714,3.0463907724301387
2008,6,carbon nanotubes; superplastic forming; magnetic fields,0,3.0965624383741357,0
2008,17,computational complexity; stochastic systems; combinatorial optimization,8.085567332466482,8.787970655682438,0
2008,18,computer science; system dynamics; decision support systems,11.269185535686681,14.572438130065242,0
2008,10,data mining; machine learning; artificial intelligence,0,9.289687315122407,6.150120591653417
2008,29,decision making; social networks analysis; social media,0,20.244418937329932,11.091232258239392
2008,4,diffusion processes; differential equations; chaotic flow,0,15.407554692954683,0
2008,26,dynamical systems; representation theory; tropical geometry,0,15.30721136106669,0
2008,9,economic growth; international trade; income inequality,5.445340972618325,17.54118304122011,3.0965624383741357
2008,23,global governance; international relations; foreign policy,0,27.062133589421734,12.386249753496543
2008,2,graph theory; computation theory; genetic algorithms,8.085567332466482,18.305925567129524,3.0965624383741357
2008,13,higher education; social capital; public policy,2.74929353207618,41.01917688781578,15.266975942661153
2008,22,human capital; population dynamics; family policy,3.0363564392413394,5.888441129480906,6.193124876748271
2008,3,innovation; foresight; knowledge management,6.1329188776154755,6.159677099452273,12.192730470569698
2008,8,internet of things; information retrieval; knowledge extraction,0,6.193124876748271,3.053558153279281
2008,25,life expectancy; global health; quality of life,0,5.737926131648916,0
2008,12,life satisfaction; educational policy; social identity,0,15.223428441742797,6.092781544860278
2008,20,linear programming; financial markets; stock market,0,3.0965624383741357,0
2008,16,molecular dynamics; magnetic field; quantum theory,0,6.193124876748271,0
2008,27,molecular modeling; mass spectrometry; gene expression,0,0,0
2008,15,monopolistic competition; corporate governance; monetary policy,19.292160973065613,22.76707263475975,5.934284342443892
2008,24,national identity; social movements; political economy,2.74929353207618,30.545854778676585,9.289687315122407
2008,1,natural language processing; computational linguistics; digital humanities,6.193124876748271,6.017524045944283,8.574005433042913
2008,14,phase transition; numerical methods; earth rotation,0,6.117867377832276,3.0965624383741357
2008,21,radiation effects; circuit simulation; high energy physics,0,2.763229105040802,3.0463907724301387
2008,7,russian regions; intellectual property; health care policy,5.2265756567704,30.862850818289555,3.0965624383741357
2008,0,urban studies; philosophy of history; cultural sociology,3.0363564392413394,9.289687315122407,5.89209488108429
2009,28,algebraic geometry; optimal transportation; algebraic variety,6.611132627030608,68.65428326147266,6.611132627030608
2009,19,big data; cloud computing; software engineering,0,24.73900876479731,15.661250307273413
2009,5,blended learning; history of education; performance indicators,0,26.043157180570457,25.566526354102486
2009,11,brain mapping; motor cortex; visual perception,0,19.09587439171507,12.921235258397235
2009,6,carbon nanotubes; superplastic forming; magnetic fields,0,9.176421653746113,3.230308814599309
2009,17,computational complexity; stochastic systems; combinatorial optimization,2.183576790365617,39.814137080106775,21.83576790365617
2009,18,computer science; system dynamics; decision support systems,6.419230036369016,9.450944913036778,6.009072635702646
2009,10,data mining; machine learning; artificial intelligence,0,19.039012024597167,9.499891846880137
2009,29,decision making; social networks analysis; social media,2.9106204143611016,32.06490474682848,40.43665188117563
2009,4,diffusion processes; differential equations; chaotic flow,0,22.463796918617913,0
2009,26,dynamical systems; representation theory; tropical geometry,3.3055663135153037,26.26391251072404,0
2009,9,economic growth; international trade; income inequality,18.389630525649594,22.430436678719218,15.629071016972226
2009,23,global governance; international relations; foreign policy,3.0498155933247384,12.139414018435478,44.019891708475384
2009,2,graph theory; computation theory; genetic algorithms,5.297240513219329,16.798580344498696,34.33344147483837
2009,13,higher education; social capital; public policy,12.118515293766766,41.27566070092067,62.372507291602346
2009,22,human capital; population dynamics; family policy,9.565523969411414,25.650922495794166,19.513808131831148
2009,3,innovation; foresight; knowledge management,2.9106204143611016,21.995906959848593,17.22856395066887
2009,8,internet of things; information retrieval; knowledge extraction,0,12.819218391929738,15.89951667768223
2009,25,life expectancy; global health; quality of life,0,9.394017924315229,6.021370338062799
2009,12,life satisfaction; educational policy; social identity,0,24.901016137966987,24.79139292928065
2009,20,linear programming; financial markets; stock market,0,0,0
2009,16,molecular dynamics; magnetic field; quantum theory,0,19.076069753476233,0
2009,27,molecular modeling; mass spectrometry; gene expression,0,0,0
2009,15,monopolistic competition; corporate governance; monetary policy,12.755800774851425,25.957865348465663,12.087085127671616
2009,24,national identity; social movements; political economy,3.1486572503773904,18.92164123966932,34.86504515001996
2009,1,natural language processing; computational linguistics; digital humanities,3.3055663135153046,31.216209312953055,18.53763600571498
2009,14,phase transition; numerical methods; earth rotation,0,28.848138519231465,5.672343634820503
2009,21,radiation effects; circuit simulation; high energy physics,0,6.0343664288810075,6.475669128981817
2009,7,russian regions; intellectual property; health care policy,12.22039366358195,41.240127942915294,38.36312579878878
2009,0,urban studies; philosophy of history; cultural sociology,0,12.983704626701385,12.95246994254931
2010,28,algebraic geometry; optimal transportation; algebraic variety,24.181124115991388,76.64646661710604,3.5512059437479064
2010,19,big data; cloud computing; software engineering,3.5512059437479064,40.71391724249444,44.26943449914218
2010,5,blended learning; history of education; performance indicators,0,46.45443980030829,33.58036861411291
2010,11,brain mapping; motor cortex; visual perception,0,56.7083642602164,16.712845436625848
2010,6,carbon nanotubes; superplastic forming; magnetic fields,0,26.984367219350723,0
2010,17,computational complexity; stochastic systems; combinatorial optimization,21.409257173525077,29.716150079069752,17.067867140899345
2010,18,computer science; system dynamics; decision support systems,13.64586123262584,60.705757293782995,30.281621446812046
2010,10,data mining; machine learning; artificial intelligence,6.50035189616785,47.06297088062963,20.242866944615052
2010,29,decision making; social networks analysis; social media,9.617881174694428,61.1246361358076,22.858436063763172
2010,4,diffusion processes; differential equations; chaotic flow,0,73.85684971757698,3.5512059437479064
2010,26,dynamical systems; representation theory; tropical geometry,7.027154388579818,61.06576216744485,6.901725223719826
2010,9,economic growth; international trade; income inequality,22.764467111638506,62.087491446427364,25.165219455059887
2010,23,global governance; international relations; foreign policy,9.680256417570165,41.16687720013934,38.15922882453798
2010,2,graph theory; computation theory; genetic algorithms,11.458042665497315,39.63202383134286,58.26780717326965
2010,13,higher education; social capital; public policy,35.99655604629751,97.38805004816233,60.542252431064114
2010,22,human capital; population dynamics; family policy,6.8583059798133394,66.78764290255617,19.152566796656778
2010,3,innovation; foresight; knowledge management,3.0115211952956797,67.16770957268608,50.4673929963555
2010,8,internet of things; information retrieval; knowledge extraction,0,23.300117724296282,13.922645807406274
2010,25,life expectancy; global health; quality of life,3.382357534981428,13.468318770144082,6.876639390747827
2010,12,life satisfaction; educational policy; social identity,6.933563478729335,61.84817217910462,13.903793779327644
2010,20,linear programming; financial markets; stock market,3.354032909217677,13.134718228650321,3.2178726104145734
2010,16,molecular dynamics; magnetic field; quantum theory,0,37.35613157943736,3.5512059437479064
2010,27,molecular modeling; mass spectrometry; gene expression,0,3.4964732172635467,3.3505192799719192
2010,15,monopolistic competition; corporate governance; monetary policy,23.107375336831588,51.00998137460657,15.63214568362584
2010,24,national identity; social movements; political economy,13.22399455795722,39.571595038489804,58.45966743355746
2010,1,natural language processing; computational linguistics; digital humanities,13.018797776188826,57.44549661933687,46.78942139936647
2010,14,phase transition; numerical methods; earth rotation,3.450862611859913,70.3943615884232,6.923930434211746
2010,21,radiation effects; circuit simulation; high energy physics,3.5512059437479064,30.000659945940775,20.55925461741646
2010,7,russian regions; intellectual property; health care policy,13.134501109937366,86.64701779792641,47.716761602032
2010,0,urban studies; philosophy of history; cultural sociology,0,37.50573066522702,25.83008689133256
2011,28,algebraic geometry; optimal transportation; algebraic variety,37.115021350092086,154.59855922435165,10.577282837828061
2011,19,big data; cloud computing; software engineering,0,50.507363842869395,65.25758735415731
2011,5,blended learning; history of education; performance indicators,7.186570428386785,28.949936598819093,45.68898154403207
2011,11,brain mapping; motor cortex; visual perception,0,80.73687816055197,13.784525366797565
2011,6,carbon nanotubes; superplastic forming; magnetic fields,3.637308028957313,28.70097009363275,17.537884042885096
2011,17,computational complexity; stochastic systems; combinatorial optimization,3.712565527873308,86.34794383738156,45.75210926558327
2011,18,computer science; system dynamics; decision support systems,18.22949430603321,54.45076606300089,49.48172127004304
2011,10,data mining; machine learning; artificial intelligence,0,48.598259801424355,91.60549919014585
2011,29,decision making; social networks analysis; social media,10.528827831324033,54.57124552534738,82.9699776190438
2011,4,diffusion processes; differential equations; chaotic flow,7.138599046827057,47.60753651465648,6.823071064418654
2011,26,dynamical systems; representation theory; tropical geometry,17.627974113691867,118.12863959775514,10.69230044130403
2011,9,economic growth; international trade; income inequality,63.346026139253674,73.56975449640808,36.51503042305939
2011,23,global governance; international relations; foreign policy,17.089594247428632,65.95516853654725,39.72049120262641
2011,2,graph theory; computation theory; genetic algorithms,0,48.59994329194519,68.31700671426633
2011,13,higher education; social capital; public policy,30.245883689145266,127.29956234600745,130.17957921361457
2011,22,human capital; population dynamics; family policy,9.799399408600866,86.64003202512234,57.48650721229062
2011,3,innovation; foresight; knowledge management,19.486553717601904,89.52218034519817,61.05884291936384
2011,8,internet of things; information retrieval; knowledge extraction,0,21.00039525272383,37.31714570564373
2011,25,life expectancy; global health; quality of life,6.86131292947079,30.06227034964072,21.105881375624133
2011,12,life satisfaction; educational policy; social identity,6.871724490854815,100.3231587354646,56.36937989409419
2011,20,linear programming; financial markets; stock market,3.411535532209327,24.06231727963639,17.226639212418856
2011,16,molecular dynamics; magnetic field; quantum theory,0,71.35895403566165,17.426004306486643
2011,27,molecular modeling; mass spectrometry; gene expression,0,17.950708336538593,0
2011,15,monopolistic competition; corporate governance; monetary policy,40.29688395131756,78.19359909150491,33.684965336342195
2011,24,national identity; social movements; political economy,6.476995370701125,58.584880876921225,57.28652954110335
2011,1,natural language processing; computational linguistics; digital humanities,0,32.087833162546474,71.53815788340023
2011,14,phase transition; numerical methods; earth rotation,3.5620505300413177,57.460368848993674,3.352838445857433
2011,21,radiation effects; circuit simulation; high energy physics,0,38.79326178388968,31.814687091295106
2011,7,russian regions; intellectual property; health care policy,24.924354780876126,119.70252564711198,42.117684135514736
2011,0,urban studies; philosophy of history; cultural sociology,3.7125655278733083,24.526171621769322,41.21384635309222
2012,28,algebraic geometry; optimal transportation; algebraic variety,118.41791227308487,297.2757162696262,31.798685112233166
2012,19,big data; cloud computing; software engineering,16.9132153345493,149.23015757701714,171.86032175802293
2012,5,blended learning; history of education; performance indicators,40.54563395232418,107.55839005588815,151.72384404079895
2012,11,brain mapping; motor cortex; visual perception,13.73490770221954,185.6457070178692,61.37106450442311
2012,6,carbon nanotubes; superplastic forming; magnetic fields,0,116.63116232211364,14.737815562000948
2012,17,computational complexity; stochastic systems; combinatorial optimization,10.940632736699047,207.00393877716058,85.7406241633428
2012,18,computer science; system dynamics; decision support systems,28.997304508334647,174.02198758469032,113.55846754518657
2012,10,data mining; machine learning; artificial intelligence,0,165.87290518089824,155.10358283778965
2012,29,decision making; social networks analysis; social media,42.935856666280365,216.06288230253475,133.58872958329118
2012,4,diffusion processes; differential equations; chaotic flow,15.201053432790903,134.88447965442091,7.498012329115086
2012,26,dynamical systems; representation theory; tropical geometry,66.25711023916342,220.98393401604184,21.736103386871765
2012,9,economic growth; international trade; income inequality,46.978060996054495,162.87050822277968,92.49945042458361
2012,23,global governance; international relations; foreign policy,60.89251388377021,179.67183436606015,129.20217923761507
2012,2,graph theory; computation theory; genetic algorithms,55.23177496291123,240.11466941649897,140.72050862494817
2012,13,higher education; social capital; public policy,99.74318487286504,368.6169373107075,306.3283516081563
2012,22,human capital; population dynamics; family policy,79.36044141773705,204.6147550761432,118.99726707866407
